customer_number,predicted_probability
445443,0.06788791
818967,0.04499816
478589,0.14722788
991622,0.040297583
511840,0.075678244
459299,0.040959608
822075,0.038107485
523100,0.2913199
304343,0.04176732
221439,0.052932832
818521,0.1652817
728235,0.034765925
917490,0.18196422
108047,0.12779412
104801,0.047293663
273368,0.62693685
676406,0.05766325
278995,0.11591222
112831,0.74379826
601516,0.13836493
296954,0.50558674
982848,0.07354518
428287,0.067049876
679849,0.06578362
744389,0.041994933
558008,0.17662443
861444,0.06076291
826041,0.032865614
869683,0.045660935
800301,0.039791625
590588,0.08456918
476971,0.06737359
897567,0.25379768
710714,0.14095744
791479,0.07246132
198512,0.050465513
726908,0.4692683
465365,0.073236994
487974,0.041363027
103998,0.61175793
450545,0.06352801
700295,0.08137779
592903,0.060865443
740969,0.045193035
545984,0.58099306
792271,0.55369765
638055,0.078812815
905049,0.16411126
769789,0.058225945
285737,0.1438037
697928,0.05833209
539662,0.48943868
426578,0.040569235
914620,0.03816453
122847,0.034621347
448954,0.059966452
664546,0.089310326
252673,0.038661595
379979,0.066494144
739389,0.039169293
896794,0.32188174
922027,0.04466401
788709,0.12842582
226556,0.3662637
635801,0.40456507
724670,0.097511105
456865,0.06052349
789206,0.043782737
713452,0.053687587
503601,0.07493649
694845,0.06984923
699198,0.078891486
871218,0.026076708
701739,0.43698677
792667,0.04522506
265126,0.07335261
985164,0.06351484
225460,0.04378733
277911,0.18391116
131758,0.09200868
396481,0.045569763
224647,0.06381181
763141,0.077802576
579637,0.07271091
534004,0.028276226
390471,0.07042592
585692,0.03920325
487001,0.051547173
274990,0.06461738
676316,0.20653494
468239,0.033861388
212058,0.027073804
967235,0.040052034
464472,0.078614585
269117,0.11935199
582426,0.0574936
576946,0.03888488
932807,0.054353435
689967,0.13123032
189240,0.03923633
628987,0.038188204
581662,0.040830847
294999,0.042195335
219955,0.064571545
496583,0.14489543
494591,0.034787085
232619,0.07763678
472050,0.22911708
729890,0.54765356
426399,0.089193285
322143,0.04257157
110452,0.13689646
183222,0.14311571
913723,0.0467884
830481,0.19820325
378477,0.06697993
296209,0.05181963
190961,0.06416507
230615,0.072422594
267515,0.07004317
373488,0.045808367
978201,0.03468986
477140,0.0660386
485900,0.37906697
869092,0.05316977
223766,0.038354937
690418,0.07837098
758624,0.27380666
615065,0.062312454
591932,0.037926704
308745,0.030666394
913671,0.051913194
834323,0.039505493
659254,0.18279965
193611,0.04782861
750025,0.35576382
537106,0.035815917
898654,0.048305303
210175,0.06058632
288396,0.067443855
737836,0.07889627
421587,0.056167763
529398,0.06833016
639811,0.75505865
284972,0.070556454
514337,0.043789905
271244,0.035933875
328686,0.038865477
362004,0.057173304
816914,0.16116509
507435,0.3237302
712306,0.0339
254685,0.033758968
386884,0.14351742
851130,0.1489826
460150,0.3083528
811973,0.033943653
745161,0.07856808
315385,0.029139936
563315,0.0682413
338389,0.03800194
365425,0.10184733
561291,0.069496915
270500,0.08057394
196114,0.18115564
997564,0.043600548
992095,0.51732945
876322,0.43830198
276632,0.09905441
560577,0.16257364
680475,0.03867474
930873,0.030486504
555807,0.0986513
946777,0.43471065
188093,0.2645817
482963,0.39022154
193273,0.052092608
283090,0.29966357
848119,0.10560642
497484,0.50742835
356839,0.07120511
632869,0.043329522
406814,0.062406532
641533,0.05401009
301093,0.15267584
660104,0.3620651
780953,0.023126993
340391,0.044774663
784427,0.11712073
338068,0.052004445
329629,0.8003383
113787,0.4356813
203540,0.05089227
651214,0.07342931
201370,0.7972191
476381,0.081799835
915265,0.052144192
474798,0.5273049
719689,0.028875137
412655,0.11075498
277752,0.07715762
802606,0.065592855
125987,0.6858565
658738,0.04579022
889189,0.051055826
706482,0.10008632
531267,0.26562658
942505,0.11326906
482784,0.032012716
939997,0.04049676
377166,0.3679509
231926,0.045485232
176651,0.1652741
257866,0.43022597
611931,0.032567654
366275,0.052244477
191757,0.042484295
226569,0.28035796
326799,0.086337276
596151,0.16746625
883193,0.34790617
484656,0.34117702
591478,0.036592893
644854,0.25591695
941581,0.07789795
970704,0.06795354
671104,0.033600837
605449,0.30043957
714827,0.061087407
573043,0.72386646
113680,0.05721487
123503,0.07543038
346346,0.096795365
951809,0.13638753
615098,0.08139054
699715,0.035098214
840866,0.09295523
266799,0.038998365
317131,0.13747169
742332,0.32817525
699479,0.073520236
805118,0.32987982
558782,0.038354937
508840,0.037426367
906755,0.15553038
193533,0.05279747
772363,0.037625648
547284,0.044640753
520405,0.052658495
365655,0.16719112
662595,0.6451586
468769,0.07105607
291644,0.038769286
731503,0.43774477
594134,0.06418041
128805,0.0823316
887876,0.06163552
563616,0.053435046
212992,0.068576135
616978,0.029116822
263193,0.040596075
770567,0.051667783
761233,0.05273494
354673,0.07118734
727914,0.042776365
632569,0.0855546
129143,0.07019755
114071,0.05218125
357009,0.03561215
425626,0.058089223
948230,0.3113012
853830,0.041430816
400981,0.079941496
639476,0.8463238
502379,0.070816204
687983,0.033986874
275643,0.07620816
237839,0.069611646
239402,0.36449894
514148,0.07022823
655574,0.07414098
424505,0.041078538
261742,0.37872005
830778,0.07886705
307564,0.07558417
181282,0.464169
579268,0.35710877
517628,0.07555098
311591,0.059411444
407559,0.09995057
951533,0.074679196
721635,0.05936622
850812,0.39368176
107682,0.040810954
666748,0.07134832
741527,0.17358638
142367,0.052366927
462241,0.2580366
774990,0.055197023
136689,0.04737693
164173,0.036888953
804037,0.040052034
457631,0.044264678
791214,0.07672272
878170,0.036189534
903342,0.07061331
906625,0.055638164
198012,0.0759964
423121,0.22821593
156421,0.05840754
889223,0.05117828
791237,0.08448265
384223,0.07366026
920888,0.05470744
376661,0.036518514
519558,0.079187065
509405,0.05047734
791661,0.056357067
838833,0.08668836
825702,0.032851398
283713,0.07361199
108910,0.047717873
273331,0.05515152
261172,0.06551485
761571,0.6685875
557998,0.031020924
703637,0.045223404
160766,0.055334747
292105,0.15972881
629895,0.051549096
774393,0.03948979
823228,0.039900653
760033,0.07063605
964709,0.049987286
961596,0.1254051
261557,0.039169293
398386,0.06651255
277847,0.0740122
347117,0.06649851
509511,0.03094229
135224,0.06815833
774196,0.058095716
792898,0.053451557
146314,0.06795753
988194,0.0981873
395927,0.051925693
327809,0.06675142
736873,0.52963287
516580,0.34152806
985329,0.06687136
558567,0.06562979
925730,0.38547668
164744,0.059467107
503998,0.04290563
282684,0.05591301
808384,0.067553766
677653,0.22899257
257897,0.090157375
218317,0.2518411
559583,0.03397407
702925,0.1247625
398657,0.0754568
487712,0.042717196
581840,0.07209745
962115,0.069847584
382155,0.14703725
741023,0.24760185
935298,0.049232647
757002,0.11510928
141073,0.13558698
260333,0.047669753
874774,0.07814219
588209,0.22658867
235081,0.055653024
107084,0.34701768
776069,0.053125773
172979,0.090152584
908725,0.078959726
766796,0.06638872
780310,0.10101527
819765,0.059459575
430225,0.09915041
932885,0.0503244
282265,0.34794882
260373,0.04230442
321170,0.044326346
290568,0.05375541
556679,0.10740435
103617,0.03342782
293186,0.045717344
552893,0.58979243
518121,0.21059963
613049,0.05766724
687696,0.11336233
711788,0.12867594
431456,0.36587834
875671,0.023793343
484021,0.032323334
236313,0.028185897
622396,0.0670725
823381,0.041730154
187789,0.0636348
839701,0.03107244
685317,0.06930649
677132,0.08440788
121744,0.07434842
219806,0.103541195
919629,0.6686369
888312,0.039225526
892436,0.062378474
452788,0.033283792
163672,0.07051127
815566,0.11934812
598304,0.0693017
102554,0.1501562
742910,0.07946085
764844,0.10880695
416635,0.07336161
350848,0.059391435
470818,0.15021928
112219,0.13006887
777822,0.07253719
830386,0.040791873
268295,0.053103395
588958,0.02558667
376112,0.18360387
514275,0.057823457
625874,0.11228416
525295,0.4156789
503410,0.057963125
663505,0.22024801
634361,0.03279963
769693,0.160496
721139,0.45401317
663983,0.05082667
779566,0.053610295
284570,0.025856765
338882,0.04118471
364089,0.05084054
624286,0.04211495
193216,0.04029895
323768,0.0568339
168181,0.044085708
616794,0.5419954
396977,0.31941888
538185,0.03528412
526965,0.02557501
733420,0.075204805
782369,0.040463965
599377,0.03227628
758934,0.06670976
301650,0.42996758
250423,0.3030497
792025,0.040020164
167555,0.04204503
473616,0.14222018
489903,0.29659438
451261,0.096679695
961710,0.41320276
206927,0.4080471
976333,0.5033804
212032,0.041532174
483343,0.05200925
966042,0.043683235
350008,0.038218368
671255,0.10740435
722566,0.050870232
110031,0.069133274
362821,0.045946345
809080,0.07107071
830009,0.046877887
415836,0.03921468
809321,0.04399892
919932,0.048090376
900638,0.38852996
292525,0.08224041
377981,0.062111065
145291,0.46557468
315570,0.07232887
634587,0.042297658
504885,0.05820845
590261,0.053442262
757109,0.07952407
680181,0.07780855
851343,0.051589537
353504,0.07691989
255646,0.3780037
760419,0.060444914
683943,0.13040349
175460,0.2422123
904416,0.073812105
627698,0.053323586
330021,0.10591222
249346,0.36052704
826346,0.07301509
220053,0.7520293
570394,0.0344492
421228,0.100375295
628649,0.05423
104061,0.033600837
155920,0.058595404
712901,0.052634906
721599,0.048362914
511978,0.41857082
511452,0.08049559
105174,0.04256982
136226,0.04810339
699591,0.052489568
419037,0.031445283
876037,0.69751674
362559,0.046765372
291680,0.46058637
733338,0.04965552
439891,0.37225926
208916,0.07055156
227745,0.051757067
504364,0.039621986
292595,0.045649394
717721,0.08815788
366168,0.05325261
910012,0.15971442
268179,0.030381933
621760,0.15264504
975254,0.043907437
788683,0.36977616
923077,0.06299329
547388,0.3709409
773048,0.16782628
944699,0.071776666
789430,0.13301218
502477,0.04254166
875944,0.21732843
325272,0.04076258
228527,0.079437025
781482,0.16679068
667867,0.6831816
367892,0.051572226
136584,0.06324809
291901,0.06839678
349743,0.055281125
861705,0.03505458
566659,0.05218998
512030,0.029611412
914268,0.06756103
642152,0.049062625
426463,0.05016592
511344,0.049908374
921066,0.14099796
985584,0.044860005
661083,0.17191243
996114,0.29620817
387514,0.06761918
381528,0.04424472
162961,0.04276318
555013,0.033759445
535152,0.4207037
475115,0.065906174
935447,0.060193345
843198,0.046748634
631515,0.04361297
622904,0.045662247
145988,0.05446359
959390,0.055460345
907198,0.043153908
487453,0.07600134
800533,0.40966162
476283,0.06058917
343972,0.52778304
741149,0.21101867
245990,0.065116
165516,0.102429956
874280,0.07108829
678128,0.3478317
554259,0.060176775
852922,0.06845637
186697,0.046867285
774948,0.04290523
316189,0.09980604
556867,0.058490336
519834,0.1321326
386427,0.12815171
508180,0.07784736
431624,0.056311835
898887,0.072874494
882939,0.0579425
470949,0.5539014
223051,0.06338084
483352,0.26490346
158992,0.08153111
900835,0.172493
483440,0.034486115
775866,0.042820446
138479,0.070006944
456408,0.11715305
439842,0.040469233
593003,0.06008051
641365,0.12242557
733316,0.06831831
194454,0.06007141
304062,0.0548996
425695,0.02951438
533038,0.033871878
184894,0.05690803
555385,0.45640177
922638,0.03149668
688754,0.03927259
399874,0.06337578
929291,0.04559302
568532,0.2457304
842824,0.041925553
764804,0.5229989
979210,0.84182227
203367,0.06471819
721106,0.035376005
431805,0.04283897
148561,0.08438003
155910,0.06423625
719584,0.07441311
547841,0.04495648
370363,0.053968176
987459,0.35562646
524623,0.04011343
318506,0.07402467
738065,0.19549237
536910,0.0692969
113505,0.05344337
528115,0.037016373
998104,0.049850643
701941,0.07840235
600765,0.114806354
912236,0.038603764
715343,0.07507486
169560,0.07385181
982541,0.055175316
954441,0.069933265
505052,0.2155051
161650,0.067953825
679545,0.22996883
529279,0.051967878
332491,0.17791909
423585,0.46780464
285703,0.024464965
943858,0.052371457
934020,0.06600842
127458,0.08502117
477970,0.04981566
790396,0.1289453
798212,0.060289126
143358,0.057333548
738403,0.04945299
943637,0.11240561
747813,0.04667572
594268,0.05846693
111832,0.037395295
452341,0.077432424
613068,0.81973857
480200,0.038092464
116804,0.067105256
242523,0.1296732
202576,0.25763202
630895,0.06587678
376354,0.13830091
372225,0.052565422
476713,0.56758094
627363,0.11606824
853093,0.0496594
362776,0.11606824
954885,0.028790385
676826,0.13049816
387586,0.77973187
296504,0.24565071
579583,0.052098844
206907,0.5489105
803662,0.03637344
722665,0.04696829
973640,0.047944367
532815,0.07845851
259070,0.07377824
159704,0.0390541
990664,0.105285145
312624,0.04304986
613697,0.03643847
783332,0.058809146
772131,0.21952005
626397,0.14257573
432438,0.056974337
360201,0.17600876
884791,0.061403196
784121,0.025887337
621563,0.038865477
773517,0.121673346
596094,0.075902924
339244,0.07522721
829911,0.08508021
598316,0.26393524
189458,0.03831743
823422,0.038747393
104967,0.054793496
331844,0.04409656
405309,0.068261266
515004,0.0524956
877246,0.07230975
574715,0.03637238
859845,0.050725784
113391,0.05671748
122758,0.042801287
710696,0.4493114
391468,0.05719431
669517,0.03133373
985862,0.040052034
634561,0.06389137
782111,0.058390226
916633,0.05289492
434053,0.053147342
739961,0.04833076
961165,0.036296487
384901,0.05838663
337796,0.039130412
181668,0.06364061
685269,0.033408467
226249,0.2137944
237906,0.45367277
905164,0.07389749
243348,0.059176974
355221,0.060982525
741014,0.0634379
634162,0.17218332
829267,0.034598295
511632,0.109149866
339174,0.06895082
656992,0.051318258
275191,0.03562459
108926,0.12480522
910538,0.048813723
218542,0.03961803
271838,0.062551595
779496,0.068912305
863441,0.059954226
623121,0.109908625
902757,0.14856313
269790,0.08511863
543630,0.037481517
719944,0.39517385
793652,0.0501994
312255,0.04939283
378575,0.057479043
738702,0.04066468
376044,0.09257291
987982,0.054186277
151938,0.11840468
834468,0.07055953
375431,0.06657287
565905,0.06238698
976179,0.073791474
248338,0.032179315
691635,0.10646173
235231,0.075296864
408460,0.040235206
246485,0.05700012
842822,0.2607674
654204,0.03539061
993495,0.046590243
448062,0.084822446
758525,0.03342049
393125,0.053904783
878284,0.635734
607521,0.04457231
149654,0.17504354
452703,0.23439375
154128,0.03099756
871565,0.03083733
428066,0.044762693
815201,0.055159464
305739,0.040974125
959156,0.24642603
609625,0.0989563
660734,0.04213877
440396,0.082891814
816923,0.42698002
282232,0.07366729
255688,0.062491573
913695,0.040830847
499950,0.03953244
756911,0.06486181
330524,0.05477532
732539,0.06961134
517668,0.04170177
744812,0.042908177
353231,0.074328996
665014,0.065906174
236358,0.06775521
306780,0.04199738
680302,0.10707208
237672,0.08818866
349135,0.035888698
350626,0.064817555
722005,0.041917585
543884,0.09212285
417860,0.15802196
884523,0.13393888
769775,0.7562084
216516,0.029424079
849763,0.049248476
129978,0.06290985
385873,0.14550032
166015,0.34536758
539837,0.2727171
340729,0.045987397
817019,0.072837904
518359,0.041091733
890386,0.037114397
357487,0.064180434
810870,0.5096888
884822,0.07278239
626494,0.032184444
822487,0.06563711
979979,0.25670567
201017,0.04024883
631627,0.18896587
790135,0.08681927
236296,0.0529801
917110,0.065185286
668342,0.08448265
538537,0.07042317
803156,0.37000388
798276,0.034726247
808968,0.15114248
233445,0.10741654
878457,0.05267746
257589,0.053640634
620716,0.71179986
492307,0.10104435
914249,0.059007525
814795,0.04960553
223327,0.11341872
999666,0.047898747
232597,0.047226544
732847,0.040768567
797579,0.4821515
238331,0.04344884
344632,0.053602
678360,0.5030094
873791,0.11888719
972455,0.4205251
697697,0.098880835
995909,0.063914835
220057,0.16246395
776053,0.055736423
229253,0.04307589
404191,0.08068838
175798,0.08293067
305320,0.056915272
963293,0.07386208
494345,0.17033519
796487,0.020245155
902844,0.02947382
979285,0.069372885
236894,0.08400639
996596,0.059447438
496284,0.041656967
406779,0.022462297
838391,0.09003182
609622,0.07019755
524636,0.0711425
632879,0.0645573
880775,0.062358648
625921,0.08531901
953770,0.072237596
885556,0.07112824
240908,0.39493325
418944,0.059946608
278104,0.16778572
637269,0.29119518
440836,0.21188289
343235,0.028830972
990724,0.048464492
418601,0.046030857
548858,0.2772018
974002,0.040549606
217566,0.030648377
240047,0.048447322
980393,0.14885193
817291,0.05954143
256451,0.38803008
516430,0.03412495
942895,0.043287817
264370,0.086217836
451367,0.03155413
240715,0.05312847
964667,0.7481201
206119,0.10532097
627723,0.069224454
323589,0.19684775
898537,0.03924154
221875,0.42430285
771612,0.061380625
417966,0.02859626
229594,0.03966427
347237,0.060404364
720756,0.037443407
359387,0.046484128
502282,0.07946085
707891,0.17255422
701641,0.3758373
911058,0.048597563
778648,0.065233566
150740,0.040848378
726459,0.039786723
352835,0.08583984
998199,0.04059069
537770,0.04856947
913598,0.106773175
424160,0.078114055
891122,0.03283326
285053,0.052289214
180572,0.08191909
431017,0.12173128
623249,0.031171808
268030,0.5814575
733656,0.056466214
472161,0.036670655
105251,0.33419114
702364,0.0822054
406237,0.034346145
284252,0.6376483
422300,0.043412995
206226,0.10917448
112294,0.067987345
506467,0.08599195
779201,0.05361486
177181,0.07073321
739077,0.117623
780166,0.3284022
715140,0.04805715
987739,0.04240519
610130,0.044623516
346603,0.038297027
396122,0.08083376
362859,0.34916553
122466,0.32472846
505563,0.11699718
208188,0.07822004
105897,0.04572785
936345,0.09535272
611401,0.0746876
893527,0.23353788
278044,0.04243083
507638,0.03960613
684265,0.086425625
953274,0.030227674
903090,0.08523996
550553,0.31409127
780792,0.14095661
774879,0.06706542
412912,0.047993876
888346,0.061449926
655159,0.057456043
417003,0.070578106
801696,0.038032696
812223,0.15886092
180807,0.04631758
776141,0.047724333
438243,0.3480935
345123,0.051700566
217136,0.098859936
668640,0.071525685
584534,0.0339716
951542,0.15601471
400005,0.3298797
292800,0.17441322
427255,0.06999452
478722,0.04146144
334717,0.038104225
959754,0.5035514
349631,0.22570094
660768,0.04673339
551886,0.0595119
103390,0.0755454
480980,0.108270936
504579,0.86311096
861856,0.04925694
154287,0.58986735
972101,0.039031524
855398,0.14515688
672857,0.04424472
353344,0.037810422
902979,0.73653036
665115,0.106790826
537589,0.06892012
299325,0.06382108
238839,0.060823735
660438,0.052435465
497205,0.051774524
437779,0.054808103
332773,0.12991494
597293,0.063755326
817638,0.12501062
216981,0.0544522
580720,0.06587819
128262,0.07467872
547771,0.05220385
274688,0.074993774
437111,0.28029877
603592,0.51899874
331864,0.08148934
132021,0.06937941
184088,0.03414892
429547,0.042504918
795809,0.16059041
663319,0.054424062
349035,0.05587408
331143,0.10499232
394480,0.1103172
985330,0.040450793
370460,0.0801349
202413,0.13971344
648274,0.03970081
436176,0.04338513
197958,0.037841532
926576,0.03269289
222881,0.06791876
868842,0.061202582
808019,0.04392002
844136,0.08386055
777515,0.051314265
226540,0.04989171
836103,0.049724612
953798,0.03656616
131344,0.056834195
887061,0.112214506
801165,0.14422728
967494,0.046310455
797111,0.043390434
997115,0.0775175
168095,0.031789076
510134,0.031322375
153929,0.063445225
559623,0.05455916
756131,0.04953213
261402,0.066886835
712521,0.058772676
177515,0.052134186
423199,0.0495759
157255,0.066070445
322970,0.06643497
947545,0.034916308
612007,0.10926239
746146,0.11751108
201485,0.043860305
331729,0.07970424
258994,0.036830574
569000,0.028481873
320431,0.039285388
846132,0.080397315
430149,0.06688083
151364,0.0303989
126300,0.058761906
883017,0.04101764
457251,0.041271433
324895,0.074254885
818690,0.37311044
862434,0.03304279
789451,0.05099846
107325,0.035727184
753602,0.03231059
356797,0.07105607
605955,0.03497077
789332,0.069718346
888709,0.05232793
678026,0.035152376
653139,0.06930649
158493,0.4414714
455434,0.09181625
830018,0.03391148
769323,0.05745356
622025,0.06598675
741319,0.1598597
682576,0.06927021
953486,0.035223473
796942,0.12943317
576899,0.16326435
964331,0.040370185
814878,0.032260288
505351,0.06230241
712482,0.07468303
142112,0.037016373
792093,0.078943424
173543,0.032225635
169935,0.06775521
311515,0.060709644
547136,0.054266285
284411,0.06530663
289820,0.109370135
603698,0.06317893
523077,0.13558698
758530,0.03976741
282707,0.0822054
616739,0.07487755
610217,0.049620137
221588,0.06834232
102294,0.06646908
239335,0.04063708
644179,0.060686175
724406,0.23272252
420048,0.03916555
298810,0.08293482
481721,0.06414541
477158,0.07931962
479409,0.055459403
905561,0.17280419
670154,0.055917703
523706,0.023366723
327232,0.039158706
262378,0.06019159
145404,0.038092464
191359,0.037483513
776698,0.09934511
496577,0.10113701
965943,0.07883217
474956,0.099120684
373556,0.062369034
950296,0.0707949
783965,0.044373505
461596,0.056190103
199401,0.075754635
413849,0.067511834
415825,0.49986896
753852,0.0750521
687293,0.047657628
246613,0.07318615
156228,0.85059047
392728,0.09112643
311087,0.041842446
934925,0.31170902
457402,0.06507405
552919,0.059353273
389034,0.6846551
503787,0.04032974
700984,0.34290615
806991,0.20737205
674603,0.031646915
684591,0.30550253
816100,0.06520957
927824,0.3457069
191967,0.07654664
248968,0.04083871
235375,0.049941845
426540,0.058957707
103132,0.0617451
112674,0.023385273
485762,0.07952092
325685,0.05853419
201769,0.16931666
108973,0.3646649
819475,0.07273126
607041,0.03896026
615766,0.40662366
532736,0.14779738
731066,0.06889855
308180,0.7964613
562278,0.10831593
962037,0.28013796
145255,0.106835835
872647,0.095646165
516401,0.07420162
564105,0.052333396
203657,0.04799882
784507,0.049036186
596598,0.0524105
596729,0.051439133
987871,0.051257044
983467,0.24166963
653335,0.39917454
299026,0.070661604
278052,0.050543725
379822,0.042273633
802504,0.15277204
291700,0.057173304
463736,0.099330164
599909,0.06514854
381649,0.07013127
215841,0.1264381
653755,0.052699797
982993,0.050764795
115852,0.0852827
299575,0.03360821
295540,0.026102012
482818,0.051562387
681188,0.06527746
497001,0.03791506
174312,0.051018197
913706,0.075669944
604412,0.066750385
695737,0.034941986
560196,0.05714992
981487,0.028910788
486471,0.037783336
117759,0.0891322
599961,0.0707005
616151,0.03554308
885292,0.049978063
808264,0.077294655
926014,0.07506295
877129,0.053968593
322551,0.04631154
526309,0.059836622
308241,0.41819733
876709,0.13299626
556622,0.05636425
182939,0.046365913
350774,0.043493986
153572,0.22764157
720900,0.04881597
636292,0.037146643
907014,0.22944517
503043,0.06369618
126749,0.5365774
966138,0.047706835
819503,0.34959134
234113,0.03168403
126413,0.08219624
840566,0.09591323
612365,0.035457954
452212,0.12396684
548980,0.03653956
637219,0.0792337
496040,0.03734171
149408,0.071112856
564291,0.052913267
697926,0.3640992
974065,0.066745885
470741,0.031390656
625429,0.049781222
274464,0.09271317
218243,0.05870691
349867,0.035356093
915802,0.052435465
865173,0.16257364
763185,0.07499829
688279,0.03736058
537877,0.04792586
210987,0.070105106
343499,0.056223046
701209,0.08899764
820699,0.075656086
831281,0.03951108
751394,0.07693249
842371,0.036048334
396519,0.027456967
441613,0.050554976
207747,0.3395778
736192,0.039516006
903200,0.04074503
116348,0.088104405
112359,0.05164307
464366,0.06598501
497164,0.051041562
360139,0.051868863
451461,0.05344337
623404,0.14422803
863113,0.06918229
770499,0.35054734
661022,0.07741131
413840,0.03412146
457207,0.069339044
346243,0.08003204
238390,0.055937264
156236,0.072283104
621559,0.051591042
627511,0.13051382
180035,0.052355215
909940,0.08500628
681269,0.034372456
397126,0.0403531
482177,0.24061123
819528,0.047352813
993876,0.04234054
571964,0.06053302
417595,0.05745012
299935,0.045370646
804997,0.039692584
828717,0.27643418
192785,0.04825854
828694,0.050194185
133758,0.16225077
698895,0.07574266
368621,0.101092435
715804,0.041270252
798284,0.06453781
815135,0.060063645
459598,0.031818397
456521,0.03787117
460720,0.03921319
411469,0.0750521
615693,0.13177599
700599,0.096114665
385307,0.03732669
548594,0.024995282
634392,0.068002015
501329,0.05769268
262002,0.03343833
764830,0.119941995
858524,0.032558218
444747,0.06248531
187303,0.39472315
710975,0.07025808
827345,0.0486816
106817,0.060823735
133045,0.07563263
227332,0.13370225
883056,0.09432923
922180,0.037826866
658237,0.06468923
819642,0.3158632
626076,0.0637718
987542,0.34960413
610200,0.05253921
704985,0.16695201
446017,0.065348774
864559,0.3047512
861800,0.06718996
606607,0.1542995
514663,0.06567608
733149,0.035697628
389678,0.08157217
376093,0.04166138
447426,0.03871746
212777,0.044824798
342388,0.08833885
173497,0.08025946
178466,0.06373717
209080,0.14257573
399182,0.054051768
670793,0.042799216
862071,0.05496027
797640,0.08401703
681277,0.06730022
187784,0.07948059
964311,0.0532626
630305,0.07069895
204512,0.058605295
415832,0.04001629
467216,0.07055156
184273,0.06660317
545582,0.033658173
408417,0.03840352
160141,0.033766575
342082,0.14211246
458014,0.057422806
667401,0.07607666
379252,0.07671933
740634,0.035837784
947798,0.040405393
494950,0.07650121
672504,0.040224086
641605,0.11974179
959956,0.0663472
376125,0.066449896
527605,0.0998289
970655,0.06341854
599474,0.02689019
473503,0.03506495
119540,0.13065732
565112,0.05292001
610996,0.053323586
270150,0.23692301
359650,0.061392542
656906,0.04202484
642046,0.042948093
901483,0.36407477
662756,0.06779814
832294,0.08188628
430839,0.074958615
110682,0.7623936
173895,0.043979976
541484,0.061722826
188571,0.07423471
381837,0.04080149
651639,0.22773536
117142,0.41037643
620811,0.0722747
703546,0.10580043
930901,0.05536932
509049,0.085246734
816282,0.19962242
753071,0.041337717
896774,0.035236545
425529,0.031143818
554473,0.038720857
319788,0.06662678
981023,0.057240825
709732,0.061935205
460781,0.31699163
783091,0.039516006
412928,0.03453911
969127,0.29933223
870848,0.048619203
444193,0.03544649
464893,0.034736224
205892,0.15773354
854380,0.062144015
781515,0.16146156
725635,0.034858838
235775,0.0678795
435732,0.05109885
343242,0.037119932
831107,0.12257569
353154,0.08319609
128420,0.29815704
