customer_number,predicted_probability
453945,0.5138500934472712
743732,0.907389208444505
385403,0.9039997394767508
241287,0.8161197573386371
737937,0.5925910461306539
125159,0.4380692319812219
122370,0.4204655323234722
814180,0.3547526049964707
945339,0.44808795757717473
364136,0.3977650476209078
343072,0.6470397072507864
938465,0.8455661919946263
149951,0.47241154038404315
222232,0.4698039837644535
832629,0.38901375572440294
296781,0.44180838926439603
748715,0.3533319633100032
604027,0.8340018051767534
859866,0.49881155201674865
792616,0.35150074145350946
465754,0.3620965485768551
678835,0.2796879364145209
998270,0.8460260660505577
166767,0.41414694264929325
739982,0.47698885132866087
806252,0.35685068971246386
921673,0.6563419501836177
611081,0.9040653895229389
818716,0.47698885132866087
230739,0.35165725361206673
216209,0.9025073275225433
516335,0.33623708449118306
644791,0.44808795757717473
176058,0.688930746510778
979898,0.33623708449118306
503495,0.43873334137125014
878173,0.4204655323234722
722870,0.6702939447654582
724786,0.33781626999026154
659692,0.5927159207739484
159203,0.3977650476209078
155945,0.6833621137208025
277862,0.41782026294604063
873897,0.5138500934472712
445443,0.44180838926439603
818967,0.41782026294604063
478589,0.6639313116569557
991622,0.3577273213101513
511840,0.47694048311514803
459299,0.3559395278069473
822075,0.3361146244839395
523100,0.7883667830501223
304343,0.4194948815399758
221439,0.4698039837644535
818521,0.6654234964857836
728235,0.3429407044468656
917490,0.6863212024272101
108047,0.5482074741445936
104801,0.4007185544426443
273368,0.9080091310465761
676406,0.44180838926439603
278995,0.6110547599111348
112831,0.8771731810317004
601516,0.6563419501836177
296954,0.9061668262855922
982848,0.47698885132866087
428287,0.5003946980672654
679849,0.47694048311514803
744389,0.3852627775036215
558008,0.6863212024272101
861444,0.42760456326944213
826041,0.3429407044468656
869683,0.3852627775036215
800301,0.3361146244839395
590588,0.5544057294897439
476971,0.4120751809364915
897567,0.5835633337702496
710714,0.6563419501836177
791479,0.47452244563208934
198512,0.39251606820830326
726908,0.8975067415503348
465365,0.44368117577930005
487974,0.4204655323234722
103998,0.8954270643833261
450545,0.44808795757717473
700295,0.592073991217586
592903,0.45180150493171406
740969,0.3198446087148363
545984,0.9096657714996681
792271,0.8966129927453931
638055,0.4759748612792089
905049,0.6833621137208025
769789,0.4698039837644535
285737,0.6110547599111348
697928,0.47452244563208934
539662,0.9097497641992085
426578,0.3577273213101513
914620,0.46887420325930557
122847,0.2658190437760097
448954,0.46123297187625883
664546,0.5925910461306539
252673,0.3577273213101513
379979,0.4759748612792089
739389,0.3429407044468656
896794,0.8371026853009141
922027,0.4607210227347575
788709,0.6470397072507864
226556,0.8765251053901909
635801,0.8787315426484584
724670,0.5262448820382074
456865,0.42760456326944213
789206,0.28513958842663406
713452,0.4377875542696317
503601,0.5138500934472712
694845,0.4120751809364915
699198,0.4952830074323184
871218,0.39347869561668997
701739,0.8944560145216852
792667,0.4569460303767827
265126,0.5927159207739484
985164,0.5138500934472712
225460,0.3429407044468656
277911,0.6833621137208025
131758,0.5927159207739484
396481,0.4347429227721616
224647,0.47694048311514803
763141,0.45180150493171406
579637,0.47694048311514803
534004,0.3136542658439841
390471,0.5482074741445936
585692,0.4194948815399758
487001,0.46581953523582037
274990,0.44180838926439603
676316,0.676465878097138
468239,0.35165725361206673
212058,0.33623708449118306
967235,0.3577273213101513
464472,0.47698885132866087
269117,0.6654234964857836
582426,0.4706507637845076
576946,0.3547526049964707
932807,0.4707264801540008
689967,0.6563419501836177
189240,0.4194948815399758
628987,0.4194948815399758
581662,0.3547526049964707
294999,0.4142852892950069
219955,0.47918935711643534
496583,0.6563419501836177
494591,0.4952830074323184
232619,0.5942901718195542
472050,0.8372166417645294
729890,0.8939995642942641
426399,0.6110547599111348
322143,0.4204655323234722
110452,0.6470397072507864
183222,0.6488735698728014
913723,0.41782026294604063
830481,0.8372535574623957
378477,0.47918935711643534
296209,0.47698885132866087
190961,0.44808795757717473
230615,0.4036173497683784
267515,0.47918935711643534
373488,0.41782026294604063
978201,0.41414694264929325
477140,0.5138500934472712
485900,0.7639220365230507
869092,0.45180150493171406
223766,0.3361146244839395
690418,0.4036173497683784
758624,0.8460260660505577
615065,0.44808795757717473
591932,0.3429407044468656
308745,0.33281291091292203
913671,0.44180838926439603
834323,0.35685068971246386
659254,0.8469904687374373
193611,0.42137897849692857
750025,0.8460260660505577
537106,0.33623708449118306
898654,0.27417671821084366
210175,0.4759748612792089
288396,0.4952830074323184
737836,0.45099498308883934
421587,0.41710621794782615
529398,0.47241154038404315
639811,0.9078732340989796
284972,0.4036173497683784
514337,0.41782026294604063
271244,0.33623708449118306
328686,0.4194948815399758
362004,0.3712055237462914
816914,0.6654234964857836
507435,0.9026633594848477
712306,0.33623708449118306
254685,0.33623708449118306
386884,0.6654234964857836
851130,0.6833621137208025
460150,0.7159448748314537
811973,0.4759748612792089
745161,0.45180150493171406
315385,0.41710621794782615
563315,0.44180838926439603
338389,0.3429407044468656
365425,0.6110547599111348
561291,0.4036173497683784
270500,0.47694048311514803
196114,0.8464840391114873
997564,0.4204655323234722
992095,0.8765251053901909
876322,0.9040463503529045
276632,0.6411883159495253
560577,0.6654234964857836
680475,0.3429407044468656
930873,0.35367245247285556
555807,0.6110547599111348
946777,0.8957651860518822
188093,0.8372166417645294
482963,0.8857608522698192
193273,0.27426866158086355
283090,0.9140178129952728
848119,0.5835633337702496
497484,0.9037695775351534
356839,0.47694048311514803
632869,0.41782026294604063
406814,0.44180838926439603
641533,0.4556461111243923
301093,0.6654234964857836
660104,0.8372865458412541
780953,0.3977650476209078
340391,0.4204655323234722
784427,0.5835633337702496
338068,0.4607210227347575
329629,0.9037695775351534
113787,0.8130317732542306
203540,0.45180150493171406
651214,0.47918935711643534
201370,0.9004204008121922
476381,0.44180838926439603
915265,0.4036173497683784
474798,0.7639220365230507
719689,0.33623708449118306
412655,0.6110547599111348
277752,0.44368117577930005
802606,0.47241154038404315
125987,0.8460260660505577
658738,0.37553118046264927
889189,0.6110547599111348
706482,0.5544057294897439
531267,0.8097016205232049
942505,0.5262448820382074
482784,0.35367245247285556
939997,0.3429407044468656
377166,0.8953958039278446
231926,0.4124042879206158
176651,0.6488735698728014
257866,0.8857983957054228
611931,0.33623708449118306
366275,0.4728577421224907
191757,0.4204655323234722
226569,0.7894441559215442
326799,0.4036173497683784
596151,0.6654234964857836
883193,0.8414962450800433
484656,0.6833621137208025
591478,0.3577273213101513
644854,0.9137133635766226
941581,0.47918935711643534
970704,0.4377875542696317
671104,0.33623708449118306
605449,0.8348277957509684
714827,0.4759748612792089
573043,0.9118249479342619
113680,0.47614254884601576
123503,0.44368117577930005
346346,0.6341077611612991
951809,0.6833621137208025
615098,0.47698885132866087
699715,0.33281291091292203
840866,0.570851755790944
266799,0.3429407044468656
317131,0.6833621137208025
742332,0.893940368490676
699479,0.47249922013382734
805118,0.8458111539413915
558782,0.3547526049964707
508840,0.41414694264929325
906755,0.6654234964857836
193533,0.40129531287550907
772363,0.3361146244839395
547284,0.41782026294604063
520405,0.3977650476209078
365655,0.6881709670778636
662595,0.8148164745893962
468769,0.44808795757717473
291644,0.46581953523582037
731503,0.8762428596571145
594134,0.44180838926439603
128805,0.47698885132866087
887876,0.44368117577930005
563616,0.47241154038404315
212992,0.47694048311514803
616978,0.4142852892950069
263193,0.4204655323234722
770567,0.42137897849692857
761233,0.4451372255949239
354673,0.47698885132866087
727914,0.3429407044468656
632569,0.47698885132866087
129143,0.4952830074323184
114071,0.41710621794782615
357009,0.3429407044468656
425626,0.47694048311514803
948230,0.7639220365230507
853830,0.3429407044468656
400981,0.5529369377154428
639476,0.8980038448117682
502379,0.44368117577930005
687983,0.33281291091292203
275643,0.5138500934472712
237839,0.47694048311514803
239402,0.8797005490572589
514148,0.592073991217586
655574,0.4952830074323184
424505,0.3429407044468656
261742,0.8772596015530213
830778,0.5038676517875124
307564,0.47694048311514803
181282,0.9031348213321303
579268,0.9011404329435241
517628,0.46581953523582037
311591,0.47148804905168024
407559,0.6110547599111348
951533,0.47918935711643534
721635,0.42760456326944213
850812,0.9040463503529045
107682,0.4194948815399758
666748,0.47242634696455227
741527,0.6470397072507864
142367,0.2657705391713761
462241,0.8371134758734812
774990,0.47249922013382734
136689,0.44368117577930005
164173,0.35165725361206673
804037,0.3577273213101513
457631,0.35685068971246386
791214,0.4036173497683784
878170,0.33281291091292203
903342,0.47698885132866087
906625,0.4698039837644535
198012,0.44180838926439603
423121,0.7159448748314537
156421,0.42760456326944213
889223,0.4759748612792089
791237,0.45180150493171406
384223,0.47698885132866087
920888,0.44180838926439603
376661,0.33281291091292203
519558,0.5544057294897439
509405,0.44034759516853056
791661,0.43175038766533635
838833,0.44368117577930005
825702,0.41782026294604063
283713,0.5835633337702496
108910,0.41710621794782615
273331,0.42760456326944213
261172,0.5038676517875124
761571,0.9163257762425109
557998,0.47698885132866087
703637,0.4952830074323184
160766,0.40129531287550907
292105,0.6654234964857836
629895,0.3977650476209078
774393,0.4820556506562103
823228,0.37553118046264927
760033,0.4722863245319177
964709,0.47918935711643534
961596,0.592073991217586
261557,0.3577273213101513
398386,0.44180838926439603
277847,0.5138500934472712
347117,0.47694048311514803
509511,0.3977650476209078
135224,0.5623410983436078
774196,0.41332237532933075
792898,0.4952830074323184
146314,0.47694048311514803
988194,0.555343653681904
395927,0.4360452049374601
327809,0.47918935711643534
736873,0.8326319387783331
516580,0.8376630474714178
985329,0.47241154038404315
558567,0.45099498308883934
925730,0.7735852756213268
164744,0.44808795757717473
503998,0.41782026294604063
282684,0.46123297187625883
808384,0.47698885132866087
677653,0.912773803890948
257897,0.6349547146170943
218317,0.907740558165374
559583,0.35150074145350946
702925,0.5544057294897439
398657,0.4036173497683784
487712,0.28794240368494584
581840,0.47198870840479956
962115,0.45180150493171406
382155,0.6833621137208025
741023,0.8372166417645294
935298,0.47241154038404315
757002,0.6833621137208025
141073,0.6833621137208025
260333,0.39251606820830326
874774,0.4952830074323184
588209,0.5706609368285748
235081,0.44180838926439603
107084,0.8432342095240425
776069,0.319284610308735
172979,0.45180150493171406
908725,0.45180150493171406
766796,0.4759748612792089
780310,0.5714936853473066
819765,0.4698039837644535
430225,0.5835633337702496
932885,0.42776215475684437
282265,0.8399567021170996
260373,0.33573777523818443
321170,0.40202824494682887
290568,0.25854552610503007
556679,0.5835633337702496
103617,0.33623708449118306
293186,0.4451372255949239
552893,0.8635393116400168
518121,0.6833621137208025
613049,0.4377875542696317
687696,0.6741614259785109
711788,0.6563419501836177
431456,0.7639220365230507
875671,0.35685068971246386
484021,0.33281291091292203
236313,0.41710621794782615
622396,0.4698039837644535
823381,0.47694048311514803
187789,0.47241154038404315
839701,0.33623708449118306
685317,0.47918935711643534
677132,0.6110547599111348
121744,0.42137897849692857
219806,0.6110547599111348
919629,0.8456154373721466
888312,0.3706514306402009
892436,0.45180150493171406
452788,0.35150074145350946
163672,0.47452244563208934
815566,0.7159448748314537
598304,0.43140741966073265
102554,0.6654234964857836
742910,0.44368117577930005
764844,0.5927159207739484
416635,0.5927159207739484
350848,0.44808795757717473
470818,0.6702939447654582
112219,0.6563419501836177
777822,0.47166475383395956
830386,0.4194948815399758
268295,0.4569460303767827
588958,0.33623708449118306
376112,0.6833621137208025
514275,0.44180838926439603
625874,0.6654234964857836
525295,0.8944560145216852
503410,0.42776215475684437
663505,0.8552325025213735
634361,0.3361146244839395
769693,0.6563419501836177
721139,0.8977654782998116
663983,0.3304612755980035
779566,0.5324431373833578
284570,0.3977650476209078
338882,0.3361146244839395
364089,0.39232437673206766
624286,0.47148523008437543
193216,0.3577273213101513
323768,0.47694048311514803
168181,0.45180150493171406
616794,0.8125835394422647
396977,0.8422646600097391
538185,0.4952830074323184
526965,0.3977650476209078
733420,0.5138500934472712
782369,0.4124042879206158
599377,0.4347429227721616
758934,0.46634972415813375
301650,0.8936870116172396
250423,0.8133411014903572
792025,0.41782026294604063
167555,0.3976367698629432
473616,0.6691467028731316
489903,0.8376099036642496
451261,0.5835633337702496
961710,0.884170587286766
206927,0.8464840391114873
976333,0.9080091310465761
212032,0.3429407044468656
483343,0.40129531287550907
966042,0.43175038766533635
350008,0.4204655323234722
671255,0.592073991217586
722566,0.4451372255949239
110031,0.47694048311514803
362821,0.3977650476209078
809080,0.45099498308883934
830009,0.47148523008437543
415836,0.4204655323234722
809321,0.45180150493171406
919932,0.44180838926439603
900638,0.8914594499020971
292525,0.47694048311514803
377981,0.4576392312180754
145291,0.8875683397713451
315570,0.4017685601559757
634587,0.3421708658633715
504885,0.45180150493171406
590261,0.4759748612792089
757109,0.4036173497683784
680181,0.4036173497683784
851343,0.43873334137125014
353504,0.47582660049709036
255646,0.9163257762425109
760419,0.4820556506562103
683943,0.6395121021458549
175460,0.6741614259785109
904416,0.47918935711643534
627698,0.4036173497683784
330021,0.5544057294897439
249346,0.7269081968148988
826346,0.47242634696455227
220053,0.907885845056164
570394,0.3429407044468656
421228,0.6654234964857836
628649,0.4698039837644535
104061,0.33623708449118306
155920,0.4706507637845076
712901,0.47694048311514803
721599,0.4714631621709355
511978,0.7192211998871123
511452,0.4372029315338393
105174,0.38901375572440294
136226,0.47148523008437543
699591,0.4556461111243923
419037,0.47698885132866087
876037,0.9137133635766226
362559,0.47918935711643534
291680,0.8816921787558822
733338,0.3977650476209078
439891,0.8774299711569928
208916,0.45180150493171406
227745,0.43873334137125014
504364,0.4538977373942857
292595,0.3429407044468656
717721,0.5324431373833578
366168,0.39251606820830326
910012,0.6833621137208025
268179,0.4142852892950069
621760,0.6833621137208025
975254,0.41782026294604063
788683,0.8460260660505577
923077,0.44808795757717473
547388,0.8464840391114873
773048,0.6411883159495253
944699,0.4698039837644535
789430,0.5714936853473066
502477,0.3577273213101513
875944,0.9040463503529045
325272,0.3361146244839395
228527,0.47694048311514803
781482,0.6563419501836177
667867,0.9025073275225433
367892,0.3977650476209078
136584,0.47614254884601576
291901,0.47694048311514803
349743,0.44808795757717473
861705,0.35165725361206673
566659,0.44180838926439603
512030,0.35150074145350946
914268,0.45099498308883934
642152,0.4377875542696317
426463,0.39232437673206766
511344,0.41710621794782615
921066,0.6470397072507864
985584,0.4405954388854579
661083,0.6833621137208025
996114,0.8464840391114873
387514,0.47918935711643534
381528,0.4204655323234722
162961,0.41782026294604063
555013,0.35165725361206673
535152,0.8372535574623957
475115,0.45180150493171406
935447,0.5623410983436078
843198,0.4360452049374601
631515,0.4204655323234722
622904,0.47452244563208934
145988,0.47694048311514803
959390,0.44180838926439603
907198,0.4204655323234722
487453,0.4017685601559757
800533,0.8923480815049096
476283,0.4714631621709355
343972,0.913733356997696
741149,0.7639220365230507
245990,0.47241154038404315
165516,0.5322241242682386
874280,0.47694048311514803
678128,0.8066107035292719
554259,0.4759748612792089
852922,0.4952830074323184
186697,0.4347429227721616
774948,0.4405954388854579
316189,0.6833621137208025
556867,0.47148523008437543
519834,0.6470397072507864
386427,0.627957873414588
508180,0.45099498308883934
431624,0.47241154038404315
898887,0.44808795757717473
882939,0.44368117577930005
470949,0.9078425361347918
223051,0.44808795757717473
483352,0.6998557058930165
158992,0.47694048311514803
900835,0.6833621137208025
483440,0.33281291091292203
775866,0.41782026294604063
138479,0.4698039837644535
456408,0.5927159207739484
439842,0.3429407044468656
593003,0.44808795757717473
641365,0.592073991217586
733316,0.47249922013382734
194454,0.49881155201674865
304062,0.40129531287550907
425695,0.35150074145350946
533038,0.33623708449118306
184894,0.3712055237462914
555385,0.8889117327432117
922638,0.3429407044468656
688754,0.3378840335165599
399874,0.4017685601559757
929291,0.41782026294604063
568532,0.8464840391114873
842824,0.4405954388854579
764804,0.9104728739816917
979210,0.8948803312578638
203367,0.4036173497683784
721106,0.3429407044468656
431805,0.41782026294604063
148561,0.4901915727170066
155910,0.47241154038404315
719584,0.44368117577930005
547841,0.42760456326944213
370363,0.5039700295110783
987459,0.8460508571944754
524623,0.3429407044468656
318506,0.4722863245319177
738065,0.6741614259785109
536910,0.3921541850855894
113505,0.39232437673206766
528115,0.35165725361206673
998104,0.39251606820830326
701941,0.47918935711643534
600765,0.5835633337702496
912236,0.3547526049964707
715343,0.4036173497683784
169560,0.45180150493171406
982541,0.41710621794782615
954441,0.44808795757717473
505052,0.7183311474689504
161650,0.44180838926439603
679545,0.676465878097138
529279,0.44034759516853056
332491,0.8097016205232049
423585,0.911216970454117
285703,0.42137897849692857
943858,0.47694048311514803
934020,0.4759748612792089
127458,0.44368117577930005
477970,0.47918935711643534
790396,0.6691467028731316
798212,0.4573090988267445
143358,0.47241154038404315
738403,0.35685068971246386
943637,0.5835633337702496
747813,0.4360452049374601
594268,0.3921541850855894
111832,0.3429407044468656
452341,0.44368117577930005
613068,0.9023958090589869
480200,0.3361146244839395
116804,0.4728577421224907
242523,0.6110547599111348
202576,0.8460260660505577
630895,0.47918935711643534
376354,0.6654234964857836
372225,0.43873334137125014
476713,0.8427631642642083
627363,0.5482074741445936
853093,0.4007185544426443
362776,0.592073991217586
954885,0.39347869561668997
676826,0.5927159207739484
387586,0.9115142878330228
296504,0.7639220365230507
579583,0.3977650476209078
206907,0.8472601113008635
803662,0.3429407044468656
722665,0.42760456326944213
973640,0.47241154038404315
532815,0.4952830074323184
259070,0.44034759516853056
159704,0.35685068971246386
990664,0.5714936853473066
312624,0.3852627775036215
613697,0.42776215475684437
783332,0.47694048311514803
772131,0.6833621137208025
626397,0.6110547599111348
432438,0.44180838926439603
360201,0.6833870320780951
884791,0.42137897849692857
784121,0.35150074145350946
621563,0.4194948815399758
773517,0.6110547599111348
596094,0.5482074741445936
339244,0.4036173497683784
829911,0.5544057294897439
598316,0.8408848861731674
189458,0.3361146244839395
823422,0.3577273213101513
104967,0.49881155201674865
331844,0.35685068971246386
405309,0.47698885132866087
515004,0.3977650476209078
877246,0.47614254884601576
574715,0.3361146244839395
859845,0.39251606820830326
113391,0.4698039837644535
122758,0.4952830074323184
710696,0.9118249479342619
391468,0.4698039837644535
669517,0.35165725361206673
985862,0.3429407044468656
634561,0.44808795757717473
782111,0.49881155201674865
916633,0.4679614090887045
434053,0.43873334137125014
739961,0.44368117577930005
961165,0.3429407044468656
384901,0.592073991217586
337796,0.3429407044468656
181668,0.44180838926439603
685269,0.33623708449118306
226249,0.6833621137208025
237906,0.907885845056164
905164,0.44368117577930005
243348,0.44034759516853056
355221,0.44808795757717473
741014,0.4698039837644535
634162,0.7440218519835495
829267,0.35165725361206673
511632,0.5544057294897439
339174,0.5038676517875124
656992,0.4377875542696317
275191,0.35165725361206673
108926,0.5927159207739484
910538,0.42760456326944213
218542,0.4204655323234722
271838,0.44808795757717473
779496,0.643854867897277
863441,0.44808795757717473
623121,0.6563419501836177
902757,0.6654234964857836
269790,0.592073991217586
543630,0.35685068971246386
719944,0.8481655457523937
793652,0.43175038766533635
312255,0.39251606820830326
378575,0.4607210227347575
738702,0.3947596377668687
376044,0.5925910461306539
987982,0.40129531287550907
151938,0.5835633337702496
834468,0.4036173497683784
375431,0.5038676517875124
565905,0.42137897849692857
976179,0.47918935711643534
248338,0.35150074145350946
691635,0.592073991217586
235231,0.5925910461306539
408460,0.3429407044468656
246485,0.49881155201674865
842822,0.8947220182605583
654204,0.35165725361206673
993495,0.3977650476209078
448062,0.47694048311514803
758525,0.33623708449118306
393125,0.47694048311514803
878284,0.7971050602590434
607521,0.4347429227721616
149654,0.8372535574623957
452703,0.8287586264440404
154128,0.46012709661193996
871565,0.47241154038404315
428066,0.4952830074323184
815201,0.4451372255949239
305739,0.29395465875152355
959156,0.8417177139810832
609625,0.5835633337702496
660734,0.4360452049374601
440396,0.5138500934472712
816923,0.8743394171901332
282232,0.4036173497683784
255688,0.44808795757717473
913695,0.3429407044468656
499950,0.4759748612792089
756911,0.47614254884601576
330524,0.570851755790944
732539,0.49807639483324473
517668,0.3429407044468656
744812,0.3361146244839395
353231,0.47918935711643534
665014,0.44368117577930005
236358,0.45180150493171406
306780,0.3361146244839395
680302,0.5927159207739484
237672,0.643854867897277
349135,0.3706514306402009
350626,0.44808795757717473
722005,0.3429407044468656
543884,0.570851755790944
417860,0.8443657979326661
884523,0.6654234964857836
769775,0.9072852841506908
216516,0.35165725361206673
849763,0.44808795757717473
129978,0.4759748612792089
385873,0.6470397072507864
166015,0.8785134375573805
539837,0.9097497641992085
340729,0.4347429227721616
817019,0.4036173497683784
518359,0.3547526049964707
890386,0.42776215475684437
357487,0.44808795757717473
810870,0.9104728739816917
884822,0.5925910461306539
626494,0.33623708449118306
822487,0.47694048311514803
979979,0.674775690423763
201017,0.2933349675389406
631627,0.6833621137208025
790135,0.5544057294897439
236296,0.4759748612792089
917110,0.45099498308883934
668342,0.45180150493171406
538537,0.44808795757717473
803156,0.8464840391114873
798276,0.45180150493171406
808968,0.6654234964857836
233445,0.5482074741445936
878457,0.49794035253539465
257589,0.40129531287550907
620716,0.9118249479342619
492307,0.4036173497683784
914249,0.47241154038404315
814795,0.4377875542696317
223327,0.6563419501836177
999666,0.4714631621709355
232597,0.4017685601559757
732847,0.3429407044468656
797579,0.9137133635766226
238331,0.3577273213101513
344632,0.4007185544426443
678360,0.9048184469711402
873791,0.6563419501836177
972455,0.8761148283115526
697697,0.5927159207739484
995909,0.42137897849692857
220057,0.6833621137208025
776053,0.6110547599111348
229253,0.44034759516853056
404191,0.6563419501836177
175798,0.47694048311514803
305320,0.4698039837644535
963293,0.44368117577930005
494345,0.7639220365230507
796487,0.4380692319812219
902844,0.3429407044468656
979285,0.4036173497683784
236894,0.6110547599111348
996596,0.3650332993661045
496284,0.3429407044468656
406779,0.4380692319812219
838391,0.643854867897277
609622,0.4952830074323184
524636,0.4954153288322391
632879,0.47242634696455227
880775,0.44808795757717473
625921,0.45099498308883934
953770,0.47694048311514803
885556,0.5138500934472712
240908,0.8330549894974556
418944,0.44180838926439603
278104,0.6833621137208025
637269,0.8385099116808189
440836,0.8857983957054228
343235,0.3198446087148363
990724,0.47694048311514803
418601,0.47148523008437543
548858,0.9003260438428473
974002,0.3577273213101513
217566,0.33281291091292203
240047,0.45180150493171406
980393,0.6341077611612991
817291,0.47241154038404315
256451,0.9076792072333836
516430,0.35685068971246386
942895,0.38901375572440294
264370,0.6470397072507864
451367,0.3429407044468656
240715,0.4820556506562103
964667,0.9051138954942178
206119,0.5835633337702496
627723,0.4017685601559757
323589,0.7159448748314537
898537,0.4017685601559757
221875,0.9118249479342619
771612,0.44180838926439603
417966,0.33623708449118306
229594,0.4204655323234722
347237,0.45180150493171406
720756,0.3361146244839395
359387,0.3977650476209078
502282,0.45180150493171406
707891,0.6488735698728014
701641,0.7735852756213268
911058,0.32059291889204444
778648,0.47694048311514803
150740,0.3361146244839395
726459,0.3577273213101513
352835,0.45180150493171406
998199,0.3577273213101513
537770,0.3977650476209078
913598,0.6563419501836177
424160,0.47249922013382734
891122,0.33623708449118306
285053,0.5039700295110783
180572,0.5835633337702496
431017,0.674775690423763
623249,0.3921541850855894
268030,0.788586601782971
733656,0.4707264801540008
472161,0.3487162593534874
105251,0.8933846325264981
702364,0.3955573663685105
406237,0.3429407044468656
284252,0.8443657979326661
422300,0.41782026294604063
206226,0.6110547599111348
112294,0.5038676517875124
506467,0.4036173497683784
779201,0.43873334137125014
177181,0.44180838926439603
739077,0.6563419501836177
780166,0.8287586264440404
715140,0.44368117577930005
987739,0.3429407044468656
610130,0.4347429227721616
346603,0.3361146244839395
396122,0.47698885132866087
362859,0.6395121021458549
122466,0.880746519514812
505563,0.5835633337702496
208188,0.47698885132866087
105897,0.37553118046264927
936345,0.6110547599111348
611401,0.5925910461306539
893527,0.8939995642942641
278044,0.41782026294604063
507638,0.47694048311514803
684265,0.47694048311514803
953274,0.39347869561668997
903090,0.688930746510778
550553,0.6110547599111348
780792,0.6721325142408657
774879,0.47918935711643534
412912,0.4347429227721616
888346,0.44368117577930005
655159,0.44180838926439603
417003,0.46581953523582037
801696,0.5925910461306539
812223,0.6833621137208025
180807,0.3977931242303971
776141,0.4451372255949239
438243,0.7639220365230507
345123,0.43873334137125014
217136,0.570851755790944
668640,0.592073991217586
584534,0.33281291091292203
951542,0.6833621137208025
400005,0.8535518229223298
292800,0.6833621137208025
427255,0.6563419501836177
478722,0.3429407044468656
334717,0.44368117577930005
959754,0.8996077234348316
349631,0.7127597593195376
660768,0.41782026294604063
551886,0.4759748612792089
103390,0.47694048311514803
480980,0.6833621137208025
504579,0.902816395298823
861856,0.4607210227347575
154287,0.893940368490676
972101,0.3361146244839395
855398,0.6395121021458549
672857,0.4204655323234722
353344,0.3429407044468656
902979,0.9163257762425109
665115,0.6702939447654582
537589,0.4952830074323184
299325,0.46123297187625883
238839,0.4952830074323184
660438,0.4698039837644535
497205,0.39232437673206766
437779,0.41710621794782615
332773,0.5482074741445936
597293,0.44180838926439603
817638,0.8137931632664849
216981,0.45180150493171406
580720,0.45099498308883934
128262,0.4372029315338393
547771,0.47694048311514803
274688,0.4952830074323184
437111,0.8945470812049776
603592,0.9039997394767508
331864,0.5084120170281009
132021,0.47694048311514803
184088,0.3977650476209078
429547,0.504084366361349
795809,0.7440218519835495
663319,0.3712055237462914
349035,0.47452244563208934
331143,0.6833621137208025
394480,0.643854867897277
985330,0.3361146244839395
370460,0.5482074741445936
202413,0.6110547599111348
648274,0.3577273213101513
436176,0.43873334137125014
197958,0.35685068971246386
926576,0.41710621794782615
222881,0.5138500934472712
868842,0.42137897849692857
808019,0.4204655323234722
